tt0382932,Ratatouille,7.809,15728,FALSE,"Remy, a resident of Paris, appreciates good food and has quite a sophisticated palate. He would love to become a chef so he can create and enjoy culinary masterpieces to his hearts delight. The only problem is, Remy is a rat. When he winds up in the sewer beneath one of Paris finest restaurants, the rodent gourmet finds himself ideally placed to realize his dream.",82.488,623726000,150000000
tt2294629,Frozen,7.2,15520,FALSE,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. Shes accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",85.794,1274219009,150000000
tt2948356,Zootopia,7.748,15230,FALSE,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopias police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",98.11,1023784195,150000000
tt0245429,Spirited Away,8.539,14913,FALSE,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.",68.024,274925095,19000000
tt2245084,Big Hero 6,7.738,14732,FALSE,"A special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",98.41,657827828,165000000
tt1323594,Despicable Me,7.227,14147,FALSE,"Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care.",47.416,533679475,69000000
tt4633694,Spider-Man: Into the Spider-Verse,8.404,14024,FALSE,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",80.675,375464627,90000000
tt0435761,Toy Story 3,7.792,13777,FALSE,"Woody, Buzz, and the rest of Andys toys havent been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",69.145,1066969703,200000000
tt0317219,Cars,6.936,12906,FALSE,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the towns offbeat characters.",47.447,461983149,120000000
tt0120363,Toy Story 2,7.589,12904,FALSE,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Als Toy Barn kidnaps Woody. Andys toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.",73.516,497366869,90000000
tt1217209,Brave,7.012,12591,FALSE,"Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",58.647,538983207,185000000
tt0268380,Ice Age,7.348,12296,FALSE,"With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.",70.773,383257136,59000000
tt0892769,How to Train Your Dragon,7.813,12089,FALSE,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father.",54.176,494879471,165000000
tt3606756,Incredibles 2,7.481,12061,FALSE,"Elastigirl springs into action to save the day, while Mr. Incredible faces his greatest challenge yet – taking care of the problems of his three children.",49.215,1242805359,200000000
tt1772341,Wreck-It Ralph,7.3,11546,FALSE,"Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the games titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Heros Duty, a first-person shooter where he helps the games hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.",46.617,471222889,165000000
tt3521164,Moana,7.6,11502,FALSE,"In Ancient Polynesia, when a terrible curse incurred by Maui reaches an impetuous Chieftains daughters island, she answers the Oceans call to seek out the demigod to set things right.",17.963,690860472,150000000
tt2277860,Finding Dory,7.042,11429,FALSE,Dory is reunited with her friends Nemo and Marlin in the search for answers about her past. What can she remember? Who are her parents? And where did she learn to speak Whale?,26.562,1028570889,200000000
tt0298148,Shrek 2,7.249,11323,FALSE,"Shrek, Fiona and Donkey set off to Far, Far Away to meet Fionas mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and theres tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.",82.153,928760770,150000000
tt0103639,Aladdin,7.645,10547,FALSE,"Princess Jasmine grows tired of being forced to remain in the palace, so she sneaks out into the marketplace, in disguise, where she meets street urchin Aladdin. The couple falls in love, although Jasmine may only marry a prince. After being thrown in jail, Aladdin becomes embroiled in a plot to find a mysterious lamp, with which the evil Jafar hopes to rule the land.",52.027,504050219,28000000
tt0398286,Tangled,7.599,10539,FALSE,"When the kingdoms most wanted-and most charming-bandit Flynn Rider hides out in a mysterious tower, hes taken hostage by Rapunzel, a beautiful and feisty tower-bound teen with 70 feet of magical, golden hair. Flynns curious captor, whos looking for her ticket out of the tower where shes been locked away for years, strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade, complete with a super-cop horse, an over-protective chameleon and a gruff gang of pub thugs.",84.14,592461732,260000000
tt1690953,Despicable Me 2,6.916,10523,FALSE,Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,46.283,970761885,76000000
tt0441773,Kung Fu Panda,7.24,10503,FALSE,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior wont be easy. Its up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.",52.866,631744560,130000000
tt5311514,Your Name.,8.514,10303,FALSE,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.",68.999,357986087,0
tt0351283,Madagascar,6.892,10103,FALSE,"Alex the lion is the king of the urban jungle, the main attraction at New Yorks Central Park Zoo. He and his best friends—Marty the zebra, Melman the giraffe and Gloria the hippo—have spent their whole lives in blissful captivity before an admiring public and with regular meals provided for them. Not content to leave well enough alone, Marty lets his curiosity get the better of him and makes his escape—with the help of some prodigious penguins—to explore the world.",54.83,542063846,75000000
tt2293640,Minions,6.395,9969,FALSE,"Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",26.414,1156730962,74000000
tt1453405,Monsters University,7,9903,FALSE,A look at the relationship between Mike and Sulley during their days at Monsters University — when they werent necessarily the best of friends.,44.116,743559607,200000000
tt2948372,Soul,8.15,9473,FALSE,"Joe Gardner is a middle school teacher with a love for jazz music. After a successful audition at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth.",48.876,136384442,150000000
tt0101414,Beauty and the Beast,7.734,9256,FALSE,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince whos been turned into a mysterious beast. With the help of the castles enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",72.077,424967620,25000000
tt1979376,Toy Story 4,7.5,9093,FALSE,"Woody has always been confident about his place in the world and that his priority is taking care of his kid, whether thats Andy or Bonnie. But when Bonnie adds a reluctant new toy called ""Forky"" to her room, a road trip adventure alongside old and new friends will show Woody how big the world can be for a toy.",61.083,1073394593,175000000
tt0438097,Ice Age: The Meltdown,6.688,9085,FALSE,"Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trios cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.",54.381,660998756,80000000
tt4520988,Frozen II,7.272,9060,FALSE,"Elsa, Anna, Kristoff and Olaf head far into the forest to learn the truth about an ancient mystery of their kingdom.",70.221,1450026933,150000000
tt1646971,How to Train Your Dragon 2,7.673,8929,FALSE,"Five years have passed since Hiccup and Toothless united the dragons and Vikings of Berk. Now, they spend their time charting unmapped territories. During one of their adventures, the pair discover a secret cave that houses hundreds of wild dragons -- and a mysterious dragon rider who turns out to be Hiccups mother, Valka. Hiccup and Toothless then find themselves at the center of a battle to protect Berk from a power-hungry warrior named Drago.",42.798,621537519,145000000
tt0120762,Mulan,7.915,8920,FALSE,"To save her father from certain death in the army, a young woman secretly enlists in his place and becomes one of Chinas greatest heroines in the process.",73.011,304320254,90000000
tt0347149,Howls Moving Castle,8.402,8720,FALSE,"Sophie, a young milliner, is turned into an elderly woman by a witch who enters her shop and curses her. She encounters a wizard named Howl and gets caught up in his resistance to fighting for the king.",79.888,236049757,24000000
tt2953050,Encanto,7.63,8611,FALSE,"The tale of an extraordinary family, the Madrigals, who live hidden in the mountains of Colombia, in a magical house, in a vibrant town, in a wondrous, charmed place called an Encanto. The magic of the Encanto has blessed every child in the family—every child except one, Mirabel. But when she discovers that the magic surrounding the Encanto is in danger, Mirabel decides that she, the only ordinary Madrigal, might just be her exceptional familys last hope.",147.124,253000000,50000000
tt0120623,A Bugs Life,6.969,8541,FALSE,"On behalf of ""oppressed bugs everywhere,"" an inventive ant named Flik hires a troupe of warrior bugs to defend his bustling colony from a horde of freeloading grasshoppers led by the evil-minded Hopper.",58.168,363258859,120000000
tt0107688,The Nightmare Before Christmas,7.841,8484,FALSE,"Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jacks rag-doll girlfriend, Sally, tries to foil his misguided plans.",106.816,75634409,24000000
tt0413267,Shrek the Third,6.287,8318,FALSE,"The King of Far Far Away has died and Shrek and Fiona are to become King & Queen. However, Shrek wants to return to his cozy swamp and live in peace and quiet, so when he finds out there is another heir to the throne, they set off to bring him back to rule the kingdom.",60.817,813367380,160000000
tt0121164,Corpse Bride,7.527,8216,FALSE,"Set in a 19th-century European village, this stop-motion animation feature follows the story of Victor, a young man whisked away to the underworld and wed to a mysterious corpse bride, while his real bride Victoria waits bereft in the land of the living.",77.94,118133252,40000000
tt0837562,Hotel Transylvania,7,8037,FALSE,"Welcome to Hotel Transylvania, Draculas lavish five-stake resort, where monsters and their families can live it up and no humans are allowed. One special weekend, Dracula has invited all his best friends to celebrate his beloved daughter Maviss 118th birthday. For Dracula catering to all of these legendary monsters is no problem but the party really starts when one ordinary guy stumbles into the hotel and changes everything!",50.394,358375603,85000000
tt1080016,Ice Age: Dawn of the Dinosaurs,6.737,7680,FALSE,"Times are changing for Manny the moody mammoth, Sid the motor mouthed sloth and Diego the crafty saber-toothed tiger. Life heats up for our heroes when they meet some new and none-too-friendly neighbors – the mighty dinosaurs.",57.649,886686817,90000000
tt2709768,The Secret Life of Pets,6.266,7664,FALSE,"The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.",13.019,875457937,75000000
tt12801262,Luca,7.865,7625,FALSE,Luca and his best friend Alberto experience an unforgettable summer on the Italian Riviera. But all the fun is threatened by a deeply-held secret: they are sea monsters from another world just below the water’s surface.,60.762,49750471,200000000
tt3470600,Sing,7.114,7458,FALSE,A koala named Buster recruits his best friend to help him drum up business for his theater by hosting a singing competition.,45.871,634151679,75000000
tt0462538,The Simpsons Movie,6.999,7430,FALSE,"After Homer accidentally pollutes the towns water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.",59.717,527068851,75000000
tt0097757,The Little Mermaid,7.355,7316,FALSE,This colorful adventure tells the story of an impetuous mermaid princess named Ariel who falls in love with the very human Prince Eric and puts everything on the line for the chance to be with him. Memorable songs and characters -- including the villainous sea witch Ursula.,79.593,211343479,40000000
tt1490017,The Lego Movie,7.418,7233,FALSE,"An ordinary Lego mini-figure, mistakenly thought to be the extraordinary MasterBuilder, is recruited to join a quest to stop an evil Lego tyrant from conquering the universe.",30.267,469160692,60000000
tt0119698,Princess Mononoke,8.338,7228,FALSE,"Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.",54.696,169000000,23500000
tt0096283,My Neighbor Totoro,8.073,7124,FALSE,"Two sisters move to the country with their father in order to be closer to their hospitalized mother, and discover the surrounding trees are inhabited by Totoros, magical spirits of the forest. When the youngest runs away from home, the older sister seeks help from the spirits to find her.",46.44,41000000,3700000
tt1216475,Cars 2,6.08,7115,FALSE,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,72.036,559852396,200000000
tt1667889,Ice Age: Continental Drift,6.36,7038,FALSE,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world.",53.054,877244782,95000000
tt5848272,Ralph Breaks the Internet,7.2,6999,FALSE,"Video game bad guy Ralph and fellow misfit Vanellope von Schweetz must risk it all by traveling to the World Wide Web in search of a replacement part to save Vanellopes video game, Sugar Rush. In way over their heads, Ralph and Vanellope rely on the citizens of the internet — the netizens — to help navigate their way, including an entrepreneur named Yesss, who is the head algorithm and the heart and soul of trend-making site BuzzzTube.",49.649,529323962,175000000
tt0327597,Coraline,7.854,6950,FALSE,"A young girl discovers an idealized parallel universe behind a secret door in her new home, unaware that it contains a sinister secret.",105.931,124600000,60000000
tt0029583,Snow White and the Seven Dwarfs,7.116,6840,FALSE,"A beautiful girl, Snow White, takes refuge in the forest in the house of seven dwarfs to hide from her stepmother, the wicked Queen. The Queen is jealous because she wants to be known as ""the fairest in the land,"" and Snow Whites beauty surpasses her own.",53.193,184925486,1488423
tt0119282,Hercules,7.501,6823,FALSE,"Bestowed with superhuman strength, a young mortal named Hercules sets out to prove himself a hero in the eyes of his father, the great god Zeus. Along with his friends Pegasus, a flying horse, and Phil, a personal trainer, Hercules is tricked by the hilarious, hotheaded villain Hades, whos plotting to take over Mount Olympus!",57.069,252712101,85000000
tt1700841,Sausage Party,5.734,6789,FALSE,Frank leads a group of supermarket products on a quest to discover the truth about their existence and what really happens when they become chosen to leave the grocery store.,44.804,140705322,19000000
tt0892791,Shrek Forever After,6.351,6751,FALSE,"A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again, but when hes duped and sent to a twisted version of Far Far Away—where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never met—he sets out to restore his world and reclaim his true love.",65.35,752600867,165000000
tt6718170,The Super Mario Bros. Movie,7.775,6743,FALSE,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",410.411,1355725263,100000000
tt3874544,The Boss Baby,6.451,6682,FALSE,"A story about how a new babys arrival impacts a family, told from the point of view of a delightfully unreliable narrator, a wildly imaginative 7 year old named Tim.",14.391,527965936,125000000
tt0481499,The Croods,6.913,6607,FALSE,"The prehistoric Croods family live in a particularly dangerous moment in time. Patriarch Grug, his mate Ugga, teenage daughter Eep, son Thunk, and feisty Gran gather food by day and huddle together in a cave at night. When a more evolved caveman named Guy arrives on the scene, Grug is distrustful, but it soon becomes apparent that Guy is correct about the impending destruction of their world.",38.079,587204668,135000000
tt3469046,Despicable Me 3,6.451,6560,FALSE,Gru and his wife Lucy must stop former 80s child star Balthazar Bratt from achieving world domination.,29.104,1031552585,80000000
tt3915174,Puss in Boots: The Last Wish,8.266,6394,FALSE,"Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives, leaving him with only one life left. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.",221.49,482129780,90000000
tt0479952,Madagascar: Escape 2 Africa,6.488,6371,FALSE,"Alex, Marty, and other zoo animals find a way to escape from Madagascar when the penguins reassemble a wrecked airplane. The precariously repaired craft stays airborne just long enough to make it to the African continent. There the New Yorkers encounter members of their own species for the first time. Africa proves to be a wild place, but Alex and company wonder if it is better than their Central Park home.",61.944,603900354,150000000
tt1302011,Kung Fu Panda 2,6.968,6365,FALSE,"Po is now living his dream as The Dragon Warrior, protecting the Valley of Peace alongside his friends and fellow kung fu masters, The Furious Five - Tigress, Crane, Mantis, Viper and Monkey. But Po’s new life of awesomeness is threatened by the emergence of a formidable villain, who plans to use a secret, unstoppable weapon to conquer China and destroy kung fu. It is up to Po and The Furious Five to journey across China to face this threat and vanquish it. But how can Po stop a weapon that can stop kung fu? He must look to his past and uncover the secrets of his mysterious origins; only then will he be able to unlock the strength he needs to succeed.",52.793,665692281,150000000
tt1001526,Megamind,6.963,6290,FALSE,"After Megamind, a highly intelligent alien supervillain, defeats his long-time nemesis Metro Man, Megamind creates a new hero to fight, but must act to save the city when his ""creation"" becomes an even worse villain than he was.",41.692,321885765,130000000
tt5109280,Raya and the Last Dragon,7.9,6271,FALSE,"Long ago, in the fantasy world of Kumandra, humans and dragons lived together in harmony. But when an evil force threatened the land, the dragons sacrificed themselves to save humanity. Now, 500 years later, that same evil has returned and it’s up to a lone warrior, Raya, to track down the legendary last dragon to restore the fractured land and its divided people.",53.503,130423032,100000000
tt0042332,Cinderella,7.037,6239,FALSE,"Cinderella has faith her dreams of a better life will come true. With help from her loyal mice friends and a wave of her Fairy Godmothers wand, Cinderellas rags are magically turned into a glorious gown and off she goes to the Royal Ball. But when the clock strikes midnight, the spell is broken, leaving a single glass slipper... the only key to the ultimate fairy-tale ending!",85.42,263591415,2900000
tt0120855,Tarzan,7.402,6238,FALSE,"Tarzan was a small orphan who was raised by an ape named Kala since he was a child. He believed that this was his family, but on an expedition Jane Porter is rescued by Tarzan. He then finds out that hes human. Now Tarzan must make the decision as to which family he should belong to...",72.359,448191819,130000000
tt1446192,Rise of the Guardians,7.36,6229,FALSE,"When an evil spirit known as Pitch lays down the gauntlet to take over the world, the immortal Guardians must join forces for the first time to protect the hopes, beliefs and imagination of children all over the world.",36.796,306941670,145000000
tt1436562,Rio,6.719,6195,FALSE,"Captured by smugglers when he was just a hatchling, a macaw named Blu never learned to fly and lives a happily domesticated life in Minnesota with his human friend, Linda. Blu is thought to be the last of his kind, but when word comes that Jewel, a lone female, lives in Rio de Janeiro, Blu and Linda go to meet her. Animal smugglers kidnap Blu and Jewel, but the pair soon escape and begin a perilous adventure back to freedom -- and Linda.",43.578,484635760,90000000
tt0120917,The Emperors New Groove,7.551,6109,FALSE,"Kuzco is a self-centered emperor who summons Pacha from a village and to tell him that his home will be destroyed to make room for Kuzcos new summer home. Kuzcos advisor, Yzma, tries to poison Kuzco and accidentally turns him into a llama, who accidentally ends up in Pachas village. Pacha offers to help Kuzco if he doesnt destroy his house, and so they form an unlikely partnership.",76.823,169327687,100000000
tt1192628,Rango,6.825,5969,FALSE,"When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for, new Sheriff Rango is forced to play his new role to the hilt.",69.598,245724603,135000000
tt0307453,Shark Tale,6.023,5923,FALSE,"Oscar is a small fish whose big aspirations often get him into trouble. Meanwhile, Lenny is a great white shark with a surprising secret that no sea creature would guess: Hes a vegetarian. When a lie turns Oscar into an improbable hero and Lenny becomes an outcast, the two form an unlikely friendship.",42.747,367275019,75000000
tt2386490,How to Train Your Dragon: The Hidden World,7.761,5817,FALSE,"As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothless’ discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccup’s reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind.",61.84,524580592,129000000
tt0055254,One Hundred and One Dalmatians,7.162,5812,FALSE,"When a litter of dalmatian puppies are abducted by the minions of Cruella De Vil, the parents must find them before she uses them for a diabolical fashion statement.  In a Disney animation classic, Dalmatian Pongo is tired of his bachelor-dog life. He spies lovely Perdita and maneuvers his master, Roger, into meeting Perditas owner, Anita. The owners fall in love and marry, keeping Pongo and Perdita together too. After Perdita gives birth to a litter of 15 puppies, Anitas old school friend Cruella De Vil wants to buy them all. Roger declines her offer, so Cruella hires the criminal Badun brothers to steal them -- so she can have a fur coat.",38.721,85000000,4000000
tt0061852,The Jungle Book,7.276,5809,FALSE,"The boy Mowgli makes his way to the man-village with Bagheera, the wise panther. Along the way he meets jazzy King Louie, the hypnotic snake Kaa and the lovable, happy-go-lucky bear Baloo, who teaches Mowgli ""The Bare Necessities"" of life and the true meaning of friendship.",55.91,205843612,4000000
tt7146812,Onward,7.726,5687,FALSE,"In a suburban fantasy world, two teenage elf brothers embark on an extraordinary quest to discover if there is still a little magic left out there.",25.372,141940042,200000000
tt0338348,The Polar Express,6.707,5682,FALSE,"When a doubting young boy takes an extraordinary train ride to the North Pole, he embarks on a journey of self-discovery that shows him that the wonder of life never fades for those who believe.",45.535,310634054,165000000
tt0275847,Lilo & Stitch,7.516,5665,FALSE,"As Stitch, a runaway genetic experiment from a faraway planet, wreaks havoc on the Hawaiian Islands, he becomes the mischievous adopted alien ""puppy"" of an independent little girl named Lilo and learns about loyalty, friendship, and ʻohana, the Hawaiian tradition of family.",44.02,273144151,80000000
tt1277953,Madagascar 3: Europes Most Wanted,6.606,5658,FALSE,"Animal pals Alex, Marty, Melman, and Gloria are still trying to make it back to New Yorks Central Park Zoo. They are forced to take a detour to Europe to find the penguins and chimps who broke the bank at a Monte Carlo casino. When French animal-control officer Capitaine Chantel DuBois picks up their scent, Alex and company are forced to hide out in a traveling circus.",38.66,746921274,145000000
tt0117705,Space Jam,6.835,5608,FALSE,"Jokes fly as the Tune Squad takes on the Nerdlucks in a hardcourt game to decide if the Looney Tunes remain here... or become attractions at a far-off galactic off-ramp called Moron Mountain. The Nerdlucks have a monstrous secret weapon: theyve stolen the skills of top NBA stars like Charles Barkley and Patrick Ewing and become Monstars. But thats not all, folks. The Tune Squad’s secret weapon just happens to be the finest player in this or any other universe. Hes outta this world. Sos the fun.",27.025,250200000,80000000
tt0397892,Bolt,6.5,5582,FALSE,"Bolt is the star of the biggest show in Hollywood. The only problem is, he thinks its real. After hes accidentally shipped to New York City and separated from Penny, his beloved co-star and owner, Bolt must harness all his ""super powers"" to find a way home.",40.236,309979994,150000000
tt0844471,Cloudy with a Chance of Meatballs,6.6,5461,FALSE,"Inventor Flint Lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of Chewandswallow to feed themselves. But when the falling food reaches gargantuan proportions, Flint must scramble to avert disaster. Can he regain control of the machine and put an end to the wild weather before the town is destroyed?",33.074,242988466,100000000
tt0043274,Alice in Wonderland,7.185,5459,FALSE,"On a golden afternoon, young Alice follows a White Rabbit, who disappears down a nearby rabbit hole. Quickly following him, she tumbles into the burrow - and enters the merry, topsy-turvy world of Wonderland! Memorable songs and whimsical escapades highlight Alices journey, which culminates in a madcap encounter with the Queen of Hearts - and her army of playing cards!",54.201,57200000,3000000
tt0032910,Pinocchio,7.102,5440,FALSE,"When loving Geppetto creates a wooden puppet, his wish is granted when it comes to life as a little wooden boy named Pinocchio. With his faithful friend and conscience Jiminy Cricket by his side, Pinocchio, embarks on fantastic adventures that his bravery, loyalty and honesty until triumphs in his triumphs in his quest for his hearts desire: to become a real boy.",34.383,84300000,2600000
